d_fiscal_year,total,total_constant_2019_dollars
2017-2018,202028.66,207701.33
2018-2019,400783.41,408962.48
2019-2020,52627.60,52386.71
2020-2021,436530.45,416734.22
2021-2022,15624325.67,14545523.21
