owner_org,d_fiscal_year,total,total_constant_2019_dollars
atssc-scdata,2017-2018,28476.00,29158.81
esdc-edsc,2018-2019,101683.05,103377.57
esdc-edsc,2019-2020,42141.94,41861.42
esdc-edsc,2020-2021,31468.50,29631.31
ic,2018-2019,12089.34,12230.79
ic,2019-2020,10485.66,10497.00
ic,2020-2021,20679.65,19695.91
ic,2021-2022,4293.35,4059.63
iic-iac,2020-2021,302656.05,288325.20
iic-iac,2021-2022,15220282.46,12347974.45
pco-bcp,2017-2018,150158.65,153720.36
pco-bcp,2018-2019,185632.15,189663.98
pwgsc-tpsgc,2018-2019,73922.88,74655.89
ssc-spc,2017-2018,23394.01,23998.39
ssc-spc,2018-2019,27455.99,27882.97
tbs-sct,2020-2021,81726.25,76954.91
tbs-sct,2021-2022,295720.00,277002.99
tsb-bst,2021-2022,27674.91,2301.80
