d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,370758.4800470327
1_facilities_and_construction,2018-2019,796775.3847280965
1_facilities_and_construction,2019-2020,1544821.3898610885
1_facilities_and_construction,2020-2021,1877544.59569537
