owner_org,d_fiscal_year,total
cbsa-asfc,2017-2018,11051.333333333334
cbsa-asfc,2018-2019,11051.333333333334
cbsa-asfc,2019-2020,11421.266509897603
cbsa-asfc,2020-2021,8941.471389645776
cra-arc,2019-2020,47618.59
csc-scc,2017-2018,723398.9400000001
csc-scc,2018-2019,47424.68149171272
csc-scc,2019-2020,47759.668508287294
dnd-mdn,2017-2018,723102.245614035
dnd-mdn,2018-2019,9581104.754385965
ic,2018-2019,34936.44
nrc-cnrc,2018-2019,193057.76026315786
nrc-cnrc,2019-2020,47473.2197368421
pwgsc-tpsgc,2017-2018,109570.48891156462
pwgsc-tpsgc,2018-2019,120760.80429040581
pwgsc-tpsgc,2019-2020,76863.37500475327
pwgsc-tpsgc,2020-2021,85976.83512660964
