d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,723102.245614035
1_facilities_and_construction,2018-2019,9581104.754385965
10_office_management,2017-2018,44943.21333333334
10_office_management,2018-2019,19997.296535303776
10_office_management,2019-2020,88284.64151465088
10_office_management,2020-2021,94918.30651625541
11_defence,2019-2020,11187
11_defence,2020-2021,58404.78339261286
3_information_technology,2017-2018,106467.32909090909
3_information_technology,2018-2019,34936.44
5_transportation_and_logistics,2017-2018,714193.7289115647
5_transportation_and_logistics,2018-2019,159239.5225801481
5_transportation_and_logistics,2019-2020,47759.668508287294
6_industrial_products_and_services,2017-2018,56370.729999999996
6_industrial_products_and_services,2018-2019,193057.76026315786
6_industrial_products_and_services,2019-2020,95091.8097368421
