d_fiscal_year,total,total_constant_2019_dollars
2017-2018,283326.15,292981.94
2018-2019,753653.22,766898.69
2019-2020,644576.48,645113.23
2020-2021,578727.19,550729.77
2021-2022,1291107.78,1187577.21
2022-2023,1456021.13,1298145.61
