d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,139351.04747252748
1_facilities_and_construction,2019-2020,47133.44252747253
10_office_management,2017-2018,26058.281862197397
10_office_management,2018-2019,55298.09813780261
2_professional_services,2017-2018,1262268.794055968
2_professional_services,2018-2019,3218681.6460472923
2_professional_services,2019-2020,4326197.6650629025
2_professional_services,2020-2021,6600056.409850189
3_information_technology,2017-2018,6189079.973907291
3_information_technology,2018-2019,6317793.681856265
3_information_technology,2019-2020,9383982.224261818
3_information_technology,2020-2021,9379185.526890054
9_human_capital,2018-2019,6177.936000000001
9_human_capital,2019-2020,90627.87268613139
9_human_capital,2020-2021,83943.16417880722
