d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,6081576.73,6268751.66
it_consulting_services,2018-2019,6031297.47,6146608.34
it_consulting_services,2019-2020,8684694.09,8626098.09
it_consulting_services,2020-2021,4883120.48,4649279.78
it_consulting_services,2021-2022,8125899.45,7516961.56
it_consulting_services,2022-2023,15040290.64,13443259.04
it_other,2017-2018,35533.25,36548.03
it_other,2018-2019,231801.51,235692.30
it_other,2019-2020,366786.47,365085.73
it_software_licensing,2017-2018,545602.09,562193.02
it_software_licensing,2018-2019,830044.06,845370.50
it_software_licensing,2019-2020,2405324.20,2380096.17
it_software_licensing,2020-2021,5968332.49,5681489.21
it_software_licensing,2021-2022,9822286.16,9115694.10
it_software_licensing,2022-2023,9226028.32,8266466.62
