d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,37142.28,37093.24
it_consulting_services,2021-2022,17258.81,15601.69
it_consulting_services,2022-2023,27121.08,24000.67
it_devices_equipment,2018-2019,20787.11,21184.28
it_devices_equipment,2019-2020,48949.09,48675.04
it_devices_equipment,2020-2021,21911.39,20866.67
it_devices_equipment,2021-2022,36468.35,33530.84
it_devices_equipment,2022-2023,17487.80,15659.75
it_other,2017-2018,36670.69,37820.88
it_other,2018-2019,21364.91,21564.49
it_other,2019-2020,18848.14,18533.08
it_other,2020-2021,9730.87,9295.74
it_other,2021-2022,15475.70,14408.28
it_other,2022-2023,21349.65,19212.55
it_software_licensing,2017-2018,253914.36,261860.60
it_software_licensing,2018-2019,231056.54,235458.88
it_software_licensing,2019-2020,279731.18,274703.82
it_software_licensing,2020-2021,143642.56,136835.18
it_software_licensing,2021-2022,422598.79,387083.98
it_software_licensing,2022-2023,459558.82,408370.54
