owner_org,d_fiscal_year,total
aafc-aac,2017-2018,1065990.8223435772
aafc-aac,2018-2019,1277549.4354205274
aafc-aac,2019-2020,1672901.4145042324
aafc-aac,2020-2021,616732.3312940998
cbsa-asfc,2017-2018,270183.1754642189
cbsa-asfc,2018-2019,252960.36592636007
cbsa-asfc,2019-2020,364500.4155061887
cbsa-asfc,2020-2021,207968.67193903713
cfia-acia,2017-2018,202062.6364637483
cfia-acia,2018-2019,59490.91206803194
cfia-acia,2019-2020,209155.18991805124
cfia-acia,2020-2021,204324.28774528677
cnsc-ccsn,2020-2021,6588.110762564991
csc-scc,2017-2018,8675.892719678031
csc-scc,2018-2019,53672.89563868613
csc-scc,2019-2020,60679.68795550445
csc-scc,2020-2021,22621.99368613139
dnd-mdn,2017-2018,27727.611553028833
dnd-mdn,2018-2019,193175.101593281
dnd-mdn,2019-2020,681123.552919264
dnd-mdn,2020-2021,466026.65060302854
ec,2017-2018,636375.7579866325
ec,2018-2019,734166.2628111141
ec,2019-2020,1389516.9975959323
ec,2020-2021,1967611.6631997759
hc-sc,2017-2018,2893915.6820212766
hc-sc,2018-2019,841617.4288233416
hc-sc,2019-2020,1760182.2103783085
hc-sc,2020-2021,496815.6989480151
nrc-cnrc,2017-2018,31676.077479452055
nrc-cnrc,2018-2019,16262.97
nrc-cnrc,2019-2020,127052.94207650272
nrc-cnrc,2020-2021,374244.7224988398
nrcan-rncan,2017-2018,154097.65240532768
nrcan-rncan,2018-2019,398316.94955149916
nrcan-rncan,2019-2020,117292.98150320606
nrcan-rncan,2020-2021,338504.1709262566
phac-aspc,2017-2018,1795594.0658333336
phac-aspc,2018-2019,192925.7246491228
phac-aspc,2019-2020,250122.25539119876
phac-aspc,2020-2021,470385.95714977244
rcmp-grc,2017-2018,127834.71765402844
rcmp-grc,2018-2019,147750.423349333
rcmp-grc,2019-2020,131841.44409248518
rcmp-grc,2020-2021,181601.0823700934
