d_fiscal_year,total,total_constant_2019_dollars
2017-2018,13764842.18,14169668.87
2018-2019,10708166.91,10870096.19
2019-2020,12218988.19,12061990.20
2020-2021,21126891.01,20081503.09
2021-2022,15332332.90,14088743.00
2022-2023,13594435.28,12118765.11
