d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2021-2022,213008.04,194961.97
11_defence,2022-2023,703411.08,629111.55
5_transportation_and_logistics,2021-2022,1470557.60,1345919.59
5_transportation_and_logistics,2022-2023,1115021.02,995670.47
