d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4689526.36,4810510.25
2018-2019,5882051.96,5973526.56
2019-2020,5898167.17,5848392.68
2020-2021,5882051.96,5591892.00
2021-2022,5882051.96,4601321.17
