normalized_vendor_name,original_vendor_name
HASTINGS PAINTING,Hastings Painting Corp.
HASTINGS PAINTING,HASTINGS PAINTING CORPORATION
HASTINGS PAINTING,Hastings Painting Corp
HASTINGS PAINTING,Hastings Painting Corporation
HASTINGS PAINTING,HASTINGS PAINTING CORP
