d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3884420.20,4009543.23
1_facilities_and_construction,2018-2019,3244696.47,3299799.35
1_facilities_and_construction,2019-2020,5156279.09,5111905.25
1_facilities_and_construction,2020-2021,1632545.29,1556876.79
1_facilities_and_construction,2021-2022,1014883.08,932696.59
1_facilities_and_construction,2022-2023,890476.50,795303.39
2_professional_services,2022-2023,515856.84,456505.14
5_transportation_and_logistics,2017-2018,2906214.99,2994971.43
