d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1635532439.08
1_facilities_and_construction,2018-2019,1683727235.83
1_facilities_and_construction,2019-2020,1655239692.51
1_facilities_and_construction,2020-2021,1672414595.73
10_office_management,2017-2018,410467823.99
10_office_management,2018-2019,525556076.11
10_office_management,2019-2020,464686013.9
10_office_management,2020-2021,438018987.5
11_defence,2017-2018,2614948307.98
11_defence,2018-2019,2454710169.9
11_defence,2019-2020,2074428624.25
11_defence,2020-2021,2182333639.13
2_professional_services,2017-2018,984333980.54
2_professional_services,2018-2019,1124013228.96
2_professional_services,2019-2020,1271812384.3
2_professional_services,2020-2021,1363622908.87
4_medical,2017-2018,125027958.43
4_medical,2018-2019,240063618.1
4_medical,2019-2020,236033548.54
4_medical,2020-2021,250422054.48
6_industrial_products_and_services,2017-2018,245996380.74
6_industrial_products_and_services,2018-2019,283363282.02
6_industrial_products_and_services,2019-2020,284040752.76
6_industrial_products_and_services,2020-2021,266816482.42
7_travel,2017-2018,157524.37
8_security_and_protection,2017-2018,44019182.41
8_security_and_protection,2018-2019,79046700.42
8_security_and_protection,2019-2020,87462712.21
8_security_and_protection,2020-2021,180529880.93
9_human_capital,2017-2018,17404314.92
9_human_capital,2018-2019,24035467.97
9_human_capital,2019-2020,10770502.2
9_human_capital,2020-2021,17364947.13
NA,2017-2018,467728.5
NA,2018-2019,4183026.06
NA,2019-2020,2688297.97
NA,2020-2021,605354.82
