d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,11207.76,10629.91
1_facilities_and_construction,2017-2018,512476.21,527248.52
1_facilities_and_construction,2018-2019,328914.36,333461.84
1_facilities_and_construction,2019-2020,274052.85,268806.65
1_facilities_and_construction,2020-2021,126596.02,120465.36
1_facilities_and_construction,2021-2022,132869.00,123309.57
10_office_management,2018-2019,17698.81,18096.68
10_office_management,2021-2022,11780.13,11224.21
11_defence,2018-2019,119556.42,120822.98
11_defence,2019-2020,11764.55,11702.04
11_defence,2020-2021,223351.09,211940.28
11_defence,2021-2022,64814.79,60729.22
3_information_technology,2017-2018,142857.51,147024.31
3_information_technology,2018-2019,53505.90,54306.52
3_information_technology,2019-2020,52208.96,51946.41
3_information_technology,2020-2021,118282.57,112342.35
3_information_technology,2021-2022,45650.74,42552.89
5_transportation_and_logistics,2018-2019,24207.52,24654.45
5_transportation_and_logistics,2021-2022,48582.42,44611.79
6_industrial_products_and_services,2017-2018,183554.08,189095.60
6_industrial_products_and_services,2018-2019,149341.34,151436.71
6_industrial_products_and_services,2019-2020,122479.08,119661.48
6_industrial_products_and_services,2020-2021,175564.02,166547.88
6_industrial_products_and_services,2021-2022,792759.65,738113.79
9_human_capital,2017-2018,14570.85,15077.19
