d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,51604.00,53127.13
it_devices_equipment,2018-2019,31332.10,31830.14
it_devices_equipment,2019-2020,28634.66,28402.50
it_devices_equipment,2020-2021,11966.70,11524.81
it_other,2017-2018,91253.51,93991.99
it_other,2018-2019,22173.80,22527.10
it_other,2020-2021,106315.87,100178.87
it_other,2021-2022,45650.74,42270.91
it_other,2022-2023,304219.74,270055.42
it_software_licensing,2019-2020,23574.30,23543.17
