owner_org,d_fiscal_year,total
dfatd-maecd,2019-2020,27285.280000000002
dfo-mpo,2017-2018,559350
dfo-mpo,2018-2019,162368.28999999998
dfo-mpo,2019-2020,105496.8
dnd-mdn,2019-2020,11892.15
dnd-mdn,2020-2021,1061797.3204838636
ic,2020-2021,48051.42
nrcan-rncan,2019-2020,24076.06
oag-bvg,2020-2021,189.28123287671235
phac-aspc,2017-2018,150321.96
rcmp-grc,2017-2018,586703.2000000001
rcmp-grc,2020-2021,28335.762328767123
ssc-spc,2017-2018,8778082.825747097
ssc-spc,2018-2019,6910280.370660207
ssc-spc,2019-2020,13709666.433429198
ssc-spc,2020-2021,32252106.85010962
