d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,16521.31,17027.82
11_defence,2019-2020,11892.15,11935.40
11_defence,2020-2021,1089604.50,1033651.70
11_defence,2021-2022,263364.99,246573.89
3_information_technology,2017-2018,10057936.67,10362140.91
3_information_technology,2018-2019,7025540.37,7152560.73
3_information_technology,2019-2020,13865437.83,13708949.85
3_information_technology,2020-2021,32304815.47,30788504.91
3_information_technology,2021-2022,37049566.32,34643579.30
9_human_capital,2018-2019,47108.29,48310.51
9_human_capital,2019-2020,1086.74,1060.85
9_human_capital,2020-2021,23908.27,22797.89
