d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,10935.97
10_office_management,2017-2018,16521.311780821918
11_defence,2019-2020,11892.15
11_defence,2020-2021,1089604.5026345486
3_information_technology,2017-2018,10057936.673966276
3_information_technology,2018-2019,7025540.370660207
3_information_technology,2019-2020,13854501.86386398
3_information_technology,2020-2021,32304775.04323648
9_human_capital,2018-2019,47108.28999999999
9_human_capital,2019-2020,1086.7395652173911
9_human_capital,2020-2021,23908.270434782604
