d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2020-2021,268921.98,255672.89
it_consulting_services,2021-2022,845802.10,777023.52
it_devices_equipment,2017-2018,3781669.82,3878785.45
it_devices_equipment,2018-2019,2300783.94,2336443.08
it_devices_equipment,2019-2020,6664523.35,6586712.13
it_devices_equipment,2020-2021,16310361.38,15480864.99
it_devices_equipment,2021-2022,24022337.35,22298423.59
it_other,2017-2018,2208614.34,2265313.65
it_other,2018-2019,1017728.30,1033545.83
it_other,2019-2020,3571682.76,3525243.79
it_other,2020-2021,6468678.40,6147312.19
it_other,2021-2022,9251968.42,8585580.26
it_software_licensing,2017-2018,4067652.51,4171447.14
it_software_licensing,2018-2019,3707028.13,3764360.23
it_software_licensing,2019-2020,3629231.73,3590922.34
it_software_licensing,2020-2021,9256853.72,8801069.62
it_software_licensing,2021-2022,2929458.46,2711288.22
