category,total,percentage
3_information_technology,64390135.484746404,0.9984561784617791
9_human_capital,72103.29999999999,0.0011180592311307936
10_office_management,16521.311780821918,2.5618529452796026e-4
1_facilities_and_construction,10935.97,1.6957701256210776e-4
