owner_org,d_fiscal_year,total,total_constant_2019_dollars
cra-arc,2021-2022,14047.99,12917.19
dfatd-maecd,2019-2020,27285.28,26624.96
dfatd-maecd,2021-2022,66688.58,62409.11
dfo-mpo,2017-2018,559350.00,572535.04
dfo-mpo,2018-2019,162368.29,164525.50
dfo-mpo,2019-2020,105496.80,102943.72
dnd-mdn,2019-2020,11892.15,11934.43
dnd-mdn,2020-2021,1089604.50,1026298.63
dnd-mdn,2021-2022,263364.99,244636.61
ic,2020-2021,48051.42,45512.87
nrcan-rncan,2019-2020,24076.06,23493.41
oag-bvg,2020-2021,189.28,178.23
oag-bvg,2021-2022,13628.25,12657.86
osfi-bsif,2021-2022,57324.26,53222.42
phac-aspc,2017-2018,150321.96,153865.36
rcmp-grc,2017-2018,586703.20,600533.01
rcmp-grc,2020-2021,28335.76,27052.35
rcmp-grc,2021-2022,385275.56,354515.94
ssc-spc,2017-2018,8778082.83,9005562.36
ssc-spc,2018-2019,6910280.37,7017955.10
ssc-spc,2019-2020,13709666.43,13550876.60
ssc-spc,2020-2021,32252106.85,30634875.04
ssc-spc,2021-2022,36512642.12,33876604.75
