d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,796840.08,817663.93
1_facilities_and_construction,2018-2019,828916.39,841855.81
1_facilities_and_construction,2019-2020,835296.50,828152.92
1_facilities_and_construction,2020-2021,77929.46,74094.88
1_facilities_and_construction,2021-2022,160859.01,148152.01
3_information_technology,2017-2018,925617.52,948709.95
3_information_technology,2018-2019,524731.45,532891.80
3_information_technology,2019-2020,630800.85,625484.88
3_information_technology,2020-2021,776465.46,737824.13
3_information_technology,2021-2022,721758.35,670257.10
6_industrial_products_and_services,2017-2018,17306.87,17738.93
6_industrial_products_and_services,2018-2019,32690.80,33040.63
6_industrial_products_and_services,2019-2020,212486.16,210418.74
6_industrial_products_and_services,2020-2021,147944.93,141068.75
6_industrial_products_and_services,2021-2022,598.65,540.70
