d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,792776.48
1_facilities_and_construction,2018-2019,828848.76
1_facilities_and_construction,2019-2020,1440343.49
1_facilities_and_construction,2020-2021,681323.32
2_professional_services,2017-2018,524731.45
2_professional_services,2018-2019,524731.45
3_information_technology,2017-2018,13239.57
3_information_technology,2019-2020,25753.86
3_information_technology,2020-2021,123937.47
6_industrial_products_and_services,2017-2018,398398.45
6_industrial_products_and_services,2018-2019,32690.80
6_industrial_products_and_services,2019-2020,212486.16
6_industrial_products_and_services,2020-2021,197079.07
