normalized_vendor_name,original_vendor_name
SEASPAN VICTORIA SHIPYARDS,Victoria Shipyards Company Limited
SEASPAN VICTORIA SHIPYARDS,Victoria Shipyards Ltd
SEASPAN VICTORIA SHIPYARDS,VICTORIA SHIPYARDS COMPANY LIMITED
SEASPAN VICTORIA SHIPYARDS,VICTORIA SHIPYARDS CO. LTD.
SEASPAN VICTORIA SHIPYARDS,Victoria Shipyards Co. Ltd. DND Vendor 0001201424
SEASPAN VICTORIA SHIPYARDS,Victoria Shipyards Co. Ltd.
SEASPAN VICTORIA SHIPYARDS,Seaspan International Ltd
SEASPAN VICTORIA SHIPYARDS,SEASPAN INTERNATIONAL LTD.
SEASPAN VICTORIA SHIPYARDS,Victoria Shipyards Co Ltd
SEASPAN VICTORIA SHIPYARDS,SEASPAN INTERNATIONAL LTD
SEASPAN VICTORIA SHIPYARDS,Seaspan
SEASPAN VICTORIA SHIPYARDS,Victoria Shipyards Co Ltd.
SEASPAN VICTORIA SHIPYARDS,Seaspan ULC
SEASPAN VICTORIA SHIPYARDS,Seaspan Victoria Shipyards
SEASPAN VICTORIA SHIPYARDS,Seaspan Marine
SEASPAN VICTORIA SHIPYARDS,Seaspan Marine Corporation Victoria Shipyards Co Ltd.
