d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,3158705.6699751862
1_facilities_and_construction,2018-2019,20816.25
1_facilities_and_construction,2019-2020,24941.7
11_defence,2017-2018,60175224.76554007
11_defence,2018-2019,55709548.19571258
11_defence,2019-2020,135900471.99487892
11_defence,2020-2021,167586942.83172792
2_professional_services,2017-2018,19276.920000000002
2_professional_services,2018-2019,20365.08
5_transportation_and_logistics,2019-2020,13440
