d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,726831.89,747616.62
2_professional_services,2018-2019,29893.50,30294.24
2_professional_services,2019-2020,485286.32,477569.08
2_professional_services,2020-2021,740141.30,704435.32
2_professional_services,2021-2022,875106.86,801340.91
3_information_technology,2017-2018,25819.50,26531.01
3_information_technology,2018-2019,24949.58,25261.23
3_information_technology,2019-2020,68381.39,67613.10
3_information_technology,2020-2021,36169.99,34605.02
9_human_capital,2018-2019,21525.00,21879.17
