d_fiscal_year,total,total_constant_2019_dollars
2017-2018,752651.39,774147.63
2018-2019,76368.08,77434.63
2019-2020,553667.71,545182.19
2020-2021,776311.29,739040.34
2021-2022,875106.86,801340.91
