owner_org,d_fiscal_year,total
aafc-aac,2020-2021,15611.460000000001
cic,2017-2018,507223.6686113394
cic,2018-2019,507223.6686113394
cic,2019-2020,679113.3004926109
cic,2020-2021,677257.7996715928
cra-arc,2019-2020,10493.75
csps-efpc,2017-2018,16196.532846715329
csps-efpc,2018-2019,26042.883211678833
csps-efpc,2019-2020,26114.233576642335
csps-efpc,2020-2021,9846.350364963504
dfo-mpo,2017-2018,84355.63
dfo-mpo,2018-2019,31945.38
dfo-mpo,2019-2020,34083.06
dnd-mdn,2017-2018,21846.780000000002
dnd-mdn,2018-2019,27025.08
ec,2020-2021,24384.18
elections,2017-2018,9714.964814814814
elections,2018-2019,212227.4827311606
elections,2019-2020,362910.9260254532
elections,2020-2021,660470.902358986
fin,2018-2019,31001.549999999996
fin,2020-2021,67090.36
hc-sc,2017-2018,25637.159999999996
hc-sc,2019-2020,39891.259999999995
hc-sc,2020-2021,42891.98
jus,2017-2018,27982.236131386864
jus,2019-2020,48822.50947630923
jus,2020-2021,131325.38790073997
nrcan-rncan,2018-2019,2870.01918367347
nrcan-rncan,2019-2020,10298.304129651862
nrcan-rncan,2020-2021,39000.416686674675
pc,2018-2019,34676.380000000005
phac-aspc,2018-2019,16950
phac-aspc,2020-2021,13887.7
rcmp-grc,2017-2018,490644.7513812155
rcmp-grc,2018-2019,164755.24861878454
rcmp-grc,2019-2020,529408.7171052631
rcmp-grc,2020-2021,915801.8092105263
statcan,2018-2019,71323.02541720154
statcan,2019-2020,53883.62880616174
statcan,2020-2021,337414.9957766367
tbs-sct,2019-2020,21637.24
tbs-sct,2020-2021,11788.16
vac-acc,2017-2018,39911.6
vac-acc,2018-2019,566650.4770168855
vac-acc,2019-2020,592196.9336960601
vac-acc,2020-2021,614487.4092870544
