d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,185733.303792917
10_office_management,2018-2019,436192.23627716803
10_office_management,2019-2020,1172682.5667996763
10_office_management,2020-2021,2348372.0462533
2_professional_services,2017-2018,1037780.0199925549
2_professional_services,2018-2019,1241499.4134306828
2_professional_services,2019-2020,1303245.7783183227
2_professional_services,2020-2021,1278106.8756453218
6_industrial_products_and_services,2018-2019,10396
6_industrial_products_and_services,2020-2021,67276.16
