d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,150182.14,155400.97
it_consulting_services,2020-2021,51341.03,49344.96
it_consulting_services,2021-2022,56073.40,51276.51
it_devices_equipment,2017-2018,660646.61,679238.30
it_devices_equipment,2018-2019,967154.47,990472.39
it_devices_equipment,2019-2020,21038.72,20900.98
it_devices_equipment,2020-2021,637828.88,611343.42
it_devices_equipment,2021-2022,226229.05,210674.81
it_other,2017-2018,1048539.42,1083108.40
it_other,2019-2020,2848243.24,2821864.68
it_other,2020-2021,3091438.90,2947298.91
it_other,2021-2022,3091438.90,2892848.08
it_software_licensing,2017-2018,2438171.64,2512572.69
it_software_licensing,2018-2019,2280051.58,2335062.26
it_software_licensing,2019-2020,2750521.05,2707805.62
it_software_licensing,2021-2022,2560177.83,2376111.83
