owner_org,d_fiscal_year,total
aafc-aac,2017-2018,75774.2343559073
aafc-aac,2018-2019,422068.39736960595
aafc-aac,2019-2020,43375.05387770392
aafc-aac,2020-2021,125605.08341618591
cbsa-asfc,2017-2018,72899.14495088662
cbsa-asfc,2018-2019,97323.6795402002
cbsa-asfc,2019-2020,88002.66479585969
cbsa-asfc,2020-2021,92825.52611528161
cfia-acia,2018-2019,5558.344444444445
cfia-acia,2019-2020,14451.695555555558
cfia-acia,2020-2021,23646
csa-asc,2017-2018,8373010.645341761
csa-asc,2018-2019,6847091.892044261
csa-asc,2019-2020,15128678.71984738
csa-asc,2020-2021,17230428.111906137
csc-scc,2018-2019,465175.10000000003
csc-scc,2019-2020,123488.20999999999
csc-scc,2020-2021,74878.15000000001
dfatd-maecd,2017-2018,3396903.9125
dfatd-maecd,2018-2019,3710572.3309615385
dfatd-maecd,2019-2020,3640193.855564566
dfatd-maecd,2020-2021,3640822.3883955525
dfo-mpo,2019-2020,636.1140625
dfo-mpo,2020-2021,12220.085937500002
dnd-mdn,2017-2018,3771167.6891957754
dnd-mdn,2018-2019,3797442.8292144192
dnd-mdn,2019-2020,1095848.3412303664
dnd-mdn,2020-2021,1217001.7236428377
ec,2017-2018,125883.16167774983
ec,2018-2019,270467.55462470464
ec,2020-2021,63299.18801369862
fintrac-canafe,2019-2020,16693.95
ic,2017-2018,738910.2640000001
ic,2018-2019,61579.41440414508
ic,2019-2020,105140.43559585493
ic,2020-2021,136997.14188993085
nbc-ccbn,2018-2019,7616.789704271631
nbc-ccbn,2019-2020,15317.28039430449
nbc-ccbn,2020-2021,15275.429901423877
nrc-cnrc,2017-2018,1717929.4089832206
nrc-cnrc,2018-2019,1326392.1172863925
nrc-cnrc,2019-2020,897127.6800844895
nrc-cnrc,2020-2021,757827.4963331277
nrcan-rncan,2017-2018,202311.36875225467
nrcan-rncan,2018-2019,154355.3978559686
nrcan-rncan,2019-2020,156806.03254012705
nrcan-rncan,2020-2021,158884.8006005137
pc,2017-2018,81151.20999999999
pc,2018-2019,19798.7
pc,2019-2020,756112.9400000001
pwgsc-tpsgc,2017-2018,325275.67383046355
pwgsc-tpsgc,2018-2019,294337.7864993154
pwgsc-tpsgc,2019-2020,252661.21132719552
pwgsc-tpsgc,2020-2021,609316.4430273863
rcmp-grc,2017-2018,37879.44669754558
rcmp-grc,2018-2019,49530.05456422019
rcmp-grc,2019-2020,82773.4983027523
rcmp-grc,2020-2021,46112.4352158277
tc,2017-2018,515291.43265728623
tc,2018-2019,326797.8511074505
tc,2019-2020,450006.77
tsb-bst,2020-2021,51341.03
