d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3166633.23,3248010.66
1_facilities_and_construction,2018-2019,3462033.56,3511219.42
1_facilities_and_construction,2019-2020,10781831.28,10672038.37
1_facilities_and_construction,2020-2021,12435170.51,11820844.51
1_facilities_and_construction,2021-2022,10721648.97,9956564.42
10_office_management,2017-2018,48405.35,49560.92
10_office_management,2018-2019,10816.85,11051.79
10_office_management,2019-2020,17300.25,17073.75
11_defence,2017-2018,2582703.98,2649630.29
11_defence,2018-2019,2582703.98,2622868.85
2_professional_services,2017-2018,6384540.87,6549108.68
2_professional_services,2018-2019,5596537.24,5686424.22
2_professional_services,2019-2020,4127937.40,4094142.35
2_professional_services,2020-2021,4114644.34,3909012.40
2_professional_services,2021-2022,3399398.46,3185558.55
3_information_technology,2017-2018,4297539.82,4409658.29
3_information_technology,2018-2019,3247206.05,3312228.84
3_information_technology,2019-2020,5619803.01,5547886.77
3_information_technology,2020-2021,3780608.81,3597677.66
3_information_technology,2021-2022,5933919.18,5485873.48
5_transportation_and_logistics,2017-2018,424721.77,435083.38
5_transportation_and_logistics,2018-2019,265220.19,269407.10
5_transportation_and_logistics,2019-2020,461626.11,460846.60
5_transportation_and_logistics,2020-2021,17226.50,16481.96
5_transportation_and_logistics,2021-2022,88977.70,83504.43
6_industrial_products_and_services,2017-2018,2480301.94,2543350.16
6_industrial_products_and_services,2018-2019,2598269.80,2632437.35
6_industrial_products_and_services,2019-2020,1775167.38,1756833.39
6_industrial_products_and_services,2020-2021,3850026.73,3661069.99
6_industrial_products_and_services,2021-2022,1335506.95,1240831.21
8_security_and_protection,2017-2018,66843.55,68566.27
8_security_and_protection,2018-2019,93320.56,94740.09
8_security_and_protection,2019-2020,102454.36,101763.09
8_security_and_protection,2020-2021,87762.22,83432.93
8_security_and_protection,2021-2022,87762.22,81482.39
