d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1024169.85,1053853.09
1_facilities_and_construction,2020-2021,59077.53,56041.23
1_facilities_and_construction,2021-2022,212633.40,194753.62
3_information_technology,2022-2023,13732.61,12404.18
6_industrial_products_and_services,2017-2018,568102.28,585019.39
6_industrial_products_and_services,2018-2019,1304385.45,1325711.49
6_industrial_products_and_services,2019-2020,137117.64,135740.14
6_industrial_products_and_services,2020-2021,297358.52,282307.40
6_industrial_products_and_services,2021-2022,1076478.70,984779.90
6_industrial_products_and_services,2022-2023,692435.70,619048.29
