owner_org,d_fiscal_year,total,total_constant_2019_dollars
atssc-scdata,2017-2018,306548.12,314491.79
atssc-scdata,2018-2019,634248.12,643525.96
atssc-scdata,2019-2020,307387.98,304793.94
cas-satj,2017-2018,1200000.00,1229210.61
cbsa-asfc,2019-2020,28805.75,28108.64
cbsa-asfc,2020-2021,236365.46,224503.64
cbsa-asfc,2021-2022,144028.77,134912.76
cfia-acia,2017-2018,84517.81,86746.00
cra-arc,2017-2018,12354.72,12715.11
cra-arc,2019-2020,10874.63,10624.00
cra-arc,2020-2021,39692.41,37734.39
csc-scc,2017-2018,979573.73,1004652.19
csc-scc,2018-2019,846075.56,859052.47
csc-scc,2019-2020,947216.73,940515.16
dfo-mpo,2017-2018,24973.00,25573.33
dnd-mdn,2019-2020,12712.50,12757.70
fin,2017-2018,683599.10,701313.39
fin,2018-2019,683599.10,694230.08
fin,2019-2020,685471.98,679687.30
fin,2020-2021,170431.56,160883.97
nrcan-rncan,2017-2018,0.00,0.00
nrcan-rncan,2018-2019,10328.20,10440.48
oag-bvg,2017-2018,0.00,0.00
oag-bvg,2018-2019,0.00,0.00
pco-bcp,2018-2019,22679.10,22963.86
ps-sp,2017-2018,415604.05,426234.46
ps-sp,2018-2019,498466.38,505983.53
ps-sp,2019-2020,345726.10,342331.22
ps-sp,2020-2021,6097.09,5755.53
pwgsc-tpsgc,2017-2018,543399.63,557233.33
pwgsc-tpsgc,2018-2019,2540557.07,2572486.65
pwgsc-tpsgc,2019-2020,2889705.42,2856850.04
pwgsc-tpsgc,2020-2021,1666403.87,1585444.41
statcan,2019-2020,971800.00,961711.80
tbs-sct,2017-2018,1362079.17,1397375.10
tbs-sct,2018-2019,1362079.17,1383261.52
tbs-sct,2019-2020,1365810.90,1354284.85
tbs-sct,2020-2021,1362079.17,1294888.19
tbs-sct,2021-2022,1362079.17,1264615.60
tc,2017-2018,18228.92,18716.32
tc,2018-2019,43198.67,43671.40
tc,2019-2020,87126.48,86231.48
tc,2020-2021,55151.64,52495.97
wd-deo,2018-2019,7720.59,7796.55
wd-deo,2019-2020,25091.91,25181.13
