d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,5619578.26,5762669.64
2_professional_services,2018-2019,6622051.31,6716032.53
2_professional_services,2019-2020,7640393.02,7566429.51
2_professional_services,2020-2021,3345055.74,3179970.78
2_professional_services,2021-2022,1362079.17,1264615.60
3_information_technology,2017-2018,11300.00,11592.01
3_information_technology,2018-2019,15198.39,15423.53
3_information_technology,2019-2020,8531.61,8539.11
6_industrial_products_and_services,2018-2019,11702.28,11956.45
8_security_and_protection,2019-2020,28805.75,28108.64
8_security_and_protection,2020-2021,191165.46,181735.32
8_security_and_protection,2021-2022,144028.77,134912.76
