owner_org,d_fiscal_year,total
atssc-scdata,2017-2018,306548.12446393765
atssc-scdata,2018-2019,634248.1244639377
atssc-scdata,2019-2020,307387.9823391813
cas-satj,2017-2018,1200000
cbsa-asfc,2019-2020,28805.75460431655
cbsa-asfc,2020-2021,236365.46237410075
cfia-acia,2017-2018,84517.80738812785
cra-arc,2017-2018,12354.720000000001
cra-arc,2019-2020,10874.632258064516
cra-arc,2020-2021,39692.40774193548
csc-scc,2017-2018,979573.7303448276
csc-scc,2018-2019,846075.5603448276
csc-scc,2019-2020,947216.7344827586
dfo-mpo,2017-2018,24973.000000000004
dnd-mdn,2019-2020,12712.5
fin,2017-2018,683599.1035730237
fin,2018-2019,683599.1035730237
fin,2019-2020,685471.9778293881
fin,2020-2021,170431.55732916482
nrcan-rncan,2017-2018,0
nrcan-rncan,2018-2019,10328.2
oag-bvg,2017-2018,0
oag-bvg,2018-2019,0
pco-bcp,2018-2019,22679.1
ps-sp,2017-2018,415604.0474393531
ps-sp,2018-2019,498466.3803657381
ps-sp,2019-2020,345726.10170965723
ps-sp,2020-2021,6097.090485251591
pwgsc-tpsgc,2017-2018,1402183.2386003966
pwgsc-tpsgc,2018-2019,3163469.831821692
pwgsc-tpsgc,2019-2020,3641213.433509204
pwgsc-tpsgc,2020-2021,2109026.8224633997
statcan,2019-2020,971800.0000000001
tbs-sct,2017-2018,1381353.5348442586
tbs-sct,2018-2019,1381353.5348442586
tbs-sct,2019-2020,1385138.0650767086
tbs-sct,2020-2021,1381353.5348442586
tc,2017-2018,18228.918749999997
tc,2018-2019,43198.67005033498
tc,2019-2020,87126.4783627977
tc,2020-2021,55151.64158686731
wd-deo,2018-2019,7720.588235294118
wd-deo,2019-2020,25091.911764705885
