d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,36698.45,36608.73
11_defence,2020-2021,10780.13,10189.50
11_defence,2021-2022,51521.29,46709.82
2_professional_services,2017-2018,738228.69,751831.63
2_professional_services,2018-2019,1948287.87,1973165.68
2_professional_services,2019-2020,2191961.14,2187369.25
2_professional_services,2020-2021,2076814.05,2033435.39
2_professional_services,2021-2022,1362992.45,1196914.94
3_information_technology,2017-2018,401979.51,412690.73
3_information_technology,2018-2019,1417378.65,1434875.24
3_information_technology,2019-2020,1231999.73,1229238.01
3_information_technology,2020-2021,563277.44,550726.74
3_information_technology,2021-2022,3609954.10,2791232.73
