owner_org,d_fiscal_year,total
aafc-aac,2017-2018,132179.15377616015
aafc-aac,2018-2019,55044.469517743404
aandc-aadnc,2018-2019,55762.880000000005
cfia-acia,2020-2021,1117.1854139290408
crtc,2017-2018,175911.75
crtc,2018-2019,175911.75
csa-asc,2020-2021,3371.6423000000004
csc-scc,2018-2019,15487.191780821917
csc-scc,2019-2020,66437.80821917808
dfatd-maecd,2017-2018,6652.604109589041
dfatd-maecd,2018-2019,485724.2718466951
dfatd-maecd,2019-2020,568546.7114246682
dfatd-maecd,2020-2021,65194.95261904762
dfo-mpo,2018-2019,75809.4658778626
dfo-mpo,2019-2020,65667.66412213742
dnd-mdn,2020-2021,10780.125698630138
fintrac-canafe,2019-2020,161341.4
hc-sc,2020-2021,11718.38
ic,2017-2018,87236
ic,2018-2019,86996.99726027397
irb-cisr,2018-2019,170927.4593467686
irb-cisr,2019-2020,284823.5674079222
irb-cisr,2020-2021,321925.9866226546
isc-sac,2018-2019,55762.880000000005
jus,2020-2021,39832.5
nrcan-rncan,2019-2020,85086.28837416483
nrcan-rncan,2020-2021,184860.09081291762
pch,2019-2020,11639
pmprb-cepmb,2019-2020,144640
pmprb-cepmb,2020-2021,14741.391780821918
ppsc-sppc,2018-2019,239951.28358208956
ppsc-sppc,2019-2020,24468.716417910447
ps-sp,2020-2021,24000
pwgsc-tpsgc,2017-2018,738228.687786097
pwgsc-tpsgc,2018-2019,1948287.8665482395
pwgsc-tpsgc,2019-2020,2011309.7093904843
pwgsc-tpsgc,2020-2021,1972529.0792537392
ssc-spc,2019-2020,36698.450000000004
ssc-spc,2020-2021,800.2903561643836
