d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,36698.450000000004
11_defence,2020-2021,10780.125698630138
2_professional_services,2017-2018,738228.687786097
2_professional_services,2018-2019,1948287.8665482395
2_professional_services,2019-2020,2191961.1367714363
2_professional_services,2020-2021,2076814.054172787
3_information_technology,2017-2018,401979.50788574916
3_information_technology,2018-2019,1417378.6492122551
3_information_technology,2019-2020,1231999.7285850288
3_information_technology,2020-2021,563277.4449864876
