d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,914140.44,940199.12
it_consulting_services,2018-2019,2535078.36,2580956.01
it_consulting_services,2019-2020,2609235.18,2586283.24
it_consulting_services,2020-2021,2539867.46,2422098.92
it_consulting_services,2021-2022,4248876.18,3986420.04
it_devices_equipment,2018-2019,15487.19,15619.27
it_devices_equipment,2019-2020,66437.81,66152.81
it_other,2020-2021,800.29,759.03
it_other,2021-2022,202930.60,189679.12
it_software_licensing,2017-2018,226067.76,232975.99
it_software_licensing,2018-2019,815100.96,829712.32
it_software_licensing,2019-2020,666136.39,660439.56
it_software_licensing,2021-2022,495540.28,468616.58
