d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,6159128.049764553
2_professional_services,2018-2019,10557319.290763956
2_professional_services,2019-2020,10845541.349794233
2_professional_services,2020-2021,10113651.44621309
3_information_technology,2017-2018,340170.4008620689
3_information_technology,2018-2019,190523.13666456495
3_information_technology,2019-2020,1027556.3769230769
3_information_technology,2020-2021,1013614.5774871245
7_travel,2018-2019,52731.92
7_travel,2019-2020,22559.25
NA,2019-2020,18645
