d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,400573.10,411129.35
1_facilities_and_construction,2018-2019,589576.92,597216.46
1_facilities_and_construction,2019-2020,775553.52,773944.50
1_facilities_and_construction,2020-2021,736052.87,717972.80
1_facilities_and_construction,2021-2022,813952.30,601476.38
11_defence,2017-2018,391522.21,402017.17
11_defence,2018-2019,272415.27,275891.70
2_professional_services,2018-2019,54445.18,54972.07
2_professional_services,2019-2020,383210.30,382425.39
2_professional_services,2020-2021,382163.28,374133.16
2_professional_services,2021-2022,287931.24,262086.50
6_industrial_products_and_services,2018-2019,10500.00,10653.41
