d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,32978.66,33928.74
it_devices_equipment,2018-2019,97863.49,99738.87
it_devices_equipment,2019-2020,98131.61,97348.82
it_devices_equipment,2020-2021,97863.49,93197.43
it_other,2017-2018,3975420.47,4098148.62
it_other,2018-2019,4111228.77,4189628.32
it_other,2019-2020,4111942.39,4079033.07
it_other,2020-2021,4430822.62,4216427.30
it_other,2021-2022,5482607.30,5096422.02
it_other,2022-2023,3795194.65,3395670.58
