d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
3_information_technology,2017-2018,143402.61,147797.79
3_information_technology,2018-2019,63647.19,65186.68
3_information_technology,2021-2022,4554497.07,4259053.45
5_transportation_and_logistics,2018-2019,119028.80,120553.99
5_transportation_and_logistics,2019-2020,46000.00,45139.42
5_transportation_and_logistics,2020-2021,284383.00,270808.76
5_transportation_and_logistics,2021-2022,130036.00,123719.99
