d_fiscal_year,total,total_constant_2019_dollars
2017-2018,143402.61,147118.64
2018-2019,182675.99,185301.56
2019-2020,46000.00,45117.48
2020-2021,284383.00,269153.51
2021-2022,4684533.07,4348495.84
