d_fiscal_year,total,total_constant_2019_dollars
2017-2018,205307.61,211684.07
2018-2019,1306673.21,1324952.89
2019-2020,1983340.00,1965311.55
2020-2021,2248308.04,2147129.05
2021-2022,17910.50,16820.75
