d_fiscal_year,total,total_constant_2019_dollars
2017-2018,275222.00,283729.41
2018-2019,580230.61,589138.28
2019-2020,848380.01,841612.50
2020-2021,846062.03,805722.37
2021-2022,846062.03,786605.58
2022-2023,907218.36,811482.53
