d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,275222.00,283729.41
1_facilities_and_construction,2018-2019,341936.92,347834.27
1_facilities_and_construction,2019-2020,270793.99,268633.88
1_facilities_and_construction,2020-2021,270054.12,257178.12
1_facilities_and_construction,2021-2022,270054.12,251076.25
1_facilities_and_construction,2022-2023,331210.45,296068.24
2_professional_services,2018-2019,238293.68,241304.02
2_professional_services,2019-2020,577586.02,572978.62
2_professional_services,2020-2021,576007.91,548544.25
2_professional_services,2021-2022,576007.91,535529.34
2_professional_services,2022-2023,576007.91,515414.29
