d_most_recent_category,total,percentage
2_professional_services,3150826.182036445,0.5637542615273047
3_information_technology,1268422.675832036,0.22694958325375056
9_human_capital,857213.6433652531,0.1533749615391887
10_office_management,294903.91,0.0527649976223416
1_facilities_and_construction,17640,0.003156196057414451
7_travel,0,0
