d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,52200.96
1_facilities_and_construction,2020-2021,11760
10_office_management,2018-2019,16547.00462962963
10_office_management,2019-2020,232035.94537037038
2_professional_services,2017-2018,322240.1355147059
2_professional_services,2018-2019,870393.155731134
2_professional_services,2019-2020,1561293.0002839486
2_professional_services,2020-2021,396899.8905066567
3_information_technology,2017-2018,439498.24488403316
3_information_technology,2018-2019,212100.9511822295
3_information_technology,2019-2020,496806.5572685007
3_information_technology,2020-2021,120016.92249727245
7_travel,2018-2019,0
9_human_capital,2017-2018,34347.24876712329
9_human_capital,2018-2019,382866.66069031204
9_human_capital,2019-2020,293571.2858049901
9_human_capital,2020-2021,146428.4481028277
