d_vendor_name,overall_total
AVI SPL CANADA,466771.62367123284
MICROSOFT CANADA,279346.60709523945
MNP,245547.21
MCCARTHY TETRAULT,100000
XEROX,99728.59679079955
DELOITTE AND TOUCHE,96600
LIONBRIDGE,89270
PRICEWATERHOUSE COOPERS,72204.9
OPENTEXT,66162.67
ADVANCED CHIPPEWA TECHNOLOGIES,40579.880000000005
WORKDYNAMICS TECHNOLOGIES,38942.4
THE MASHA KRUPP TRANSLATION GROUP,32812.5
EPERFORMANCE,32240.25
ADVANCED BUSINESS INTERIORS,31486.809999999998
NISHA TECHONOLOGIES,28042.190000000002
ERNST YOUNG,26250
GLOBAL TOTAL OFFICE,24617.56
ALTIS HUMAN RESOURCES,24139.245514705883
CDW CANADA,22867.881147540986
CARAHSOFT TECHNOLOGY,17401.129999999997
ASOKAN BUSINESS INTERIORS,17091.25
SOFTCHOICE,16028.25
ORACLE CANADA,13551.740000000002
CNW GROUP,12995
HAWORTH,12270.44
GLOBAL KNOWLEDGE,10815
CANON,5858.160000000001
