d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,53167.70,54670.63
it_consulting_services,2018-2019,726.25,732.44
it_consulting_services,2019-2020,99251.99,98399.93
it_consulting_services,2020-2021,115426.95,110025.35
it_consulting_services,2021-2022,524321.52,489764.47
it_devices_equipment,2017-2018,389147.71,401834.58
it_devices_equipment,2018-2019,380735.43,386105.90
it_devices_equipment,2019-2020,734945.38,731259.64
it_devices_equipment,2020-2021,1057955.91,1006706.39
it_devices_equipment,2021-2022,211571.62,195602.62
it_other,2017-2018,214073.35,220702.48
it_other,2018-2019,78288.41,79511.07
it_other,2019-2020,352604.36,348531.32
it_other,2020-2021,315627.99,299981.80
it_other,2021-2022,296422.60,275410.31
it_software_licensing,2017-2018,316416.49,325881.46
it_software_licensing,2018-2019,324187.41,329928.67
it_software_licensing,2019-2020,507310.31,502815.77
it_software_licensing,2020-2021,535038.09,510007.21
it_software_licensing,2021-2022,746844.38,697545.40
