d_vendor_name,overall_total
THERMOFISHER SCIENTIFIC,2789411.265400894
LIFE TECHNOLOGIES,1417200.8738333986
DELL COMPUTER,1160127.8962365591
WATERS,1110279.5139186087
PERTEN INSTRUMENTS CANADA,644900.123935018
PURESPIRIT SOLUTIONS,584110.8199999998
AGILENT,547107.8557805711
METTLER TOLEDO,505781.55136283196
FOSS NORTH AMERICA,361651.61000000004
NEOGEN,336583.83999999997
MICROSOFT CANADA,292619.056376084
FISHER SCIENTIFIC COMPANY,284566.2268348823
AB SCIEX,276271.16273492284
SOFTCHOICE,247556.84204782153
IMS LOGISTIC HOLDINGS,240782.42686567164
LM ARCHITECTURAL GROUP,240341
COMPUGEN,237465.5634070593
TERVITA,236594.9022222222
DATA COMMUNICATIONS MANAGEMENT,227433.051232492
C W BRABENDER INSTRUMENTS,223602.31194954127
INTEGRA NETWORKS,214926.0565667575
ITEX,201575.89
CHOPIN TECHNOLOGIES,198057
XEROX,191552.04445833972
FCA CANADA,183253.73
WYATT TECHNOLOGY,182561
DARKTRACE,177688.74251824818
IBM CANADA,168321.5104642272
BRUKER,168184.42
FACILITATED SOLUTIONS,164145
NISHA TECHONOLOGIES,159554.88
RFP SOLUTIONS,152550
INFO TECH RESEARCH GROUP,151130.14645007995
KPM ANALYTICS NORTH AMERICA CORPORA,151072.26
RAYMOND CHABOT GRANT THORNTON,150679.96
PEAK SCIENTIFIC CANADA,149124.8419061013
TAKARA BIO USA,148875.85591002044
CITRIX,147973.97
ABRAXIS,141735.33
DECISIVE TECHNOLOGIES,135910.15416553596
GROTECH,135427.7292
VWR INTERNATIONAL,133915.03
COSSETTE COMMUNICATIONS,132888
UAS SERVICE,130242.63922024626
TA INSTRUMENTS WATERS,130202.52300527241
INLAND AUDIO VISUAL,126064.51
SAS INSTITUTE,120752.90547945205
ARTOPEX,115619.81
POSTAGE BY PHONE,110250
ALLIANCE FRANCAISE DU MANITOBA,100492.09262048193
PRICEWATERHOUSE COOPERS,99893.45778688525
G N JOHNSTON EQUIPMENT,96577.07
GLOBAL KNOWLEDGE,96199.03072535369
FELIX TECHNOLOGY,96150.6
AUDI CONSULTING,92266.65
MRDUFORT SALES SERVICE,91577.85
NORTHERN MICRO,88313.52
SEEDBURO EQUIPMENT COMPANY,82865.75
PHILIPS ELECTRONICS,82734.83
BDO CANADA,78670
RUTHERFORD MCKAY ASSOCIATES,76028.4
PERKINELMER HEALTH SCIENCES,75342.75659767141
CALIBRE CONTROL INTERNATIONAL,71036.68000000001
ATS SCIENTIFIC,70469.94183486239
GENOME QUEBEC,70292.16428571429
SERENA SOFTWARE,67849.98
ONX ENTERPRISE SOLUTIONS,67847.92
IPSOS PARTNERSHIP,66661.4195121951
NOREX,60383.99994594595
KISIK,57788.020000000004
MALVERN ENGINEERING WORKS,57265.689999999995
PROMOCOM MARKETING,55965
PROSCI CANADA,55863.29651162791
WORKPLACE SAFETY PREVENTION,53081.25
QIAGEN CANADA,52227.06
UNIVERSITE DE SAINT BONIFACE,50587.43039215686
OLYMPUS CANADA,49989.46
BLACKBERRY,48577.18670593749
COMPUCOM CANADA,48250.58
MELTWATER NEWS CANADA,47934.93693566988
CHARRON HUMAN RESOURCES,47912
POSTNOVA ANALYTICS,47464.01
AVI SPL CANADA,47164.47
CANADIAN INT L GRAINS INSTITUTE,46500
ENVIROSTAT,46190.628437499996
FORSYTHE,44908.33
LES ENTRETIENS DANIEL BOULAY,43733.50887671233
SAMSON ASSOCIES,43618.63
FORSYTHE INTERNATIONAL,41479.56
GIBRALTAR SOLUTIONS,41425.36
INSIGHT SOFTWARE CANADA,41189.24
ASOKAN BUSINESS INTERIORS,38802.51
RSOLUTIONS,38508.232664233576
NOVIPRO,37456.65
BELL CANADA,37214.23219178082
IRON MOUNTAIN CANADA,36731.56551912568
BIO RAD LABORATORIES CANADA,36157.71
TEXTURE TECHNOLOGIES,36079.950000000004
BSI GROUP CANADA,35853.51
GENERAL MOTORS,35578.2
