d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,50532.24,51975.36
1_facilities_and_construction,2018-2019,119469.54,120784.84
1_facilities_and_construction,2020-2021,13131.30,12646.40
1_facilities_and_construction,2021-2022,3807.36,3441.80
1_facilities_and_construction,2022-2023,10097.79,9120.97
5_transportation_and_logistics,2017-2018,684867.75,704426.53
5_transportation_and_logistics,2018-2019,325114.66,332497.84
5_transportation_and_logistics,2022-2023,172126.80,152861.27
6_industrial_products_and_services,2017-2018,549844.44,566043.40
6_industrial_products_and_services,2018-2019,681606.61,691363.61
6_industrial_products_and_services,2019-2020,160447.35,158638.98
6_industrial_products_and_services,2020-2021,728198.21,689192.53
6_industrial_products_and_services,2021-2022,1053799.97,962255.00
6_industrial_products_and_services,2022-2023,260179.84,230787.26
