d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,121613.07,124764.46
1_facilities_and_construction,2018-2019,121613.07,123504.33
1_facilities_and_construction,2019-2020,121946.26,120917.16
1_facilities_and_construction,2020-2021,235125.92,223628.75
1_facilities_and_construction,2021-2022,341556.04,267187.21
10_office_management,2018-2019,59229.45,59973.14
2_professional_services,2017-2018,538510.34,552549.70
2_professional_services,2018-2019,118175.14,120012.94
2_professional_services,2019-2020,140643.21,139146.87
2_professional_services,2020-2021,264195.05,251013.88
2_professional_services,2021-2022,256804.40,198043.18
3_information_technology,2021-2022,14352.34,13571.01
5_transportation_and_logistics,2018-2019,336367.43,342931.43
8_security_and_protection,2017-2018,14864244.70,15248498.78
8_security_and_protection,2018-2019,11443857.31,11621186.30
8_security_and_protection,2019-2020,13831661.25,13719535.34
8_security_and_protection,2020-2021,16237005.49,15397483.28
8_security_and_protection,2021-2022,30014407.95,25253211.51
