owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,13595293.99,14010134.11
cbsa-asfc,2018-2019,9922705.51,10103843.60
cbsa-asfc,2019-2020,12449404.49,12356603.39
cbsa-asfc,2020-2021,11921202.76,11365835.85
cbsa-asfc,2021-2022,10791468.99,10106469.66
cgc-ccg,2017-2018,7565.30,7795.65
cgc-ccg,2018-2019,9083.34,9249.37
cgc-ccg,2019-2020,1518.04,1523.56
cic,2021-2022,678924.56,624441.19
cics-scic,2019-2020,14487.96,14142.85
csa-asc,2020-2021,24834.60,23600.39
csc-scc,2019-2020,22144.30,21657.15
csc-scc,2020-2021,121185.31,115657.05
csc-scc,2021-2022,150459.34,140357.42
dfatd-maecd,2017-2018,1382998.49,1425386.34
dfatd-maecd,2018-2019,2029278.42,2067114.16
dfatd-maecd,2019-2020,879443.26,879388.32
dfatd-maecd,2021-2022,10040.88,9129.88
esdc-edsc,2020-2021,401531.58,382521.26
esdc-edsc,2021-2022,1672603.06,1565217.38
pc,2017-2018,291937.92,300887.38
pc,2018-2019,223466.97,227551.71
pc,2019-2020,224079.20,222280.95
pc,2020-2021,135771.86,129248.22
pc,2021-2022,118175.14,110583.69
pco-bcp,2021-2022,18204.93,16553.21
phac-aspc,2019-2020,608753.76,594252.78
phac-aspc,2020-2021,4124677.44,3911567.41
phac-aspc,2021-2022,17172891.49,16186339.44
rcmp-grc,2017-2018,188267.04,194226.64
rcmp-grc,2021-2022,14352.34,13675.03
tc,2020-2021,24719.63,23522.82
