d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,190719.01,195650.22
1_facilities_and_construction,2018-2019,47277.32,47886.83
1_facilities_and_construction,2019-2020,69804.01,68243.00
1_facilities_and_construction,2020-2021,56534.66,53873.95
2_professional_services,2017-2018,946392.31,970005.72
2_professional_services,2018-2019,774660.63,784122.54
2_professional_services,2019-2020,1232733.65,1214774.60
2_professional_services,2020-2021,1887099.12,1794516.96
2_professional_services,2021-2022,2205591.94,1515896.04
7_travel,2017-2018,37575.96,38481.55
9_human_capital,2018-2019,11497.50,11747.22
