d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,171550.3019342741
1_facilities_and_construction,2018-2019,47277.32
1_facilities_and_construction,2019-2020,69804.00688311689
1_facilities_and_construction,2020-2021,56534.66311688312
2_professional_services,2017-2018,946392.3075432247
2_professional_services,2018-2019,774660.6290813648
2_professional_services,2019-2020,1232733.65
2_professional_services,2020-2021,1887099.12257178
7_travel,2017-2018,37575.96
9_human_capital,2018-2019,11497.5
