d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,285692.67,294448.93
0_other,2018-2019,285692.67,290914.84
0_other,2019-2020,286475.39,284176.40
0_other,2020-2021,313714.58,298949.25
0_other,2021-2022,449691.55,422507.24
1_facilities_and_construction,2017-2018,161956.92,166753.87
1_facilities_and_construction,2018-2019,87104.59,88669.52
1_facilities_and_construction,2019-2020,90510.71,89130.19
1_facilities_and_construction,2020-2021,38266.74,36117.99
1_facilities_and_construction,2021-2022,3870.41,3623.60
10_office_management,2017-2018,468637.18,481782.04
10_office_management,2018-2019,1017669.43,1033311.73
10_office_management,2019-2020,142537.07,139720.05
10_office_management,2020-2021,630500.84,604522.78
10_office_management,2021-2022,431774.42,404202.80
11_defence,2017-2018,590967.04,607732.06
11_defence,2018-2019,629559.84,638657.44
11_defence,2019-2020,239831.23,238069.43
11_defence,2020-2021,468103.41,446484.67
11_defence,2021-2022,542534.83,506620.50
2_professional_services,2017-2018,23761.50,24420.93
2_professional_services,2018-2019,21462.00,21960.38
2_professional_services,2019-2020,17833.96,17649.96
2_professional_services,2020-2021,44763.22,42507.04
2_professional_services,2021-2022,29180.66,27244.90
3_information_technology,2017-2018,104893389.61,108088301.14
3_information_technology,2018-2019,102123459.01,103972283.34
3_information_technology,2019-2020,96955241.72,96155974.86
3_information_technology,2020-2021,87979730.04,83872539.97
3_information_technology,2021-2022,83868035.67,78514019.11
6_industrial_products_and_services,2017-2018,833821.53,857554.91
6_industrial_products_and_services,2018-2019,143578.30,145535.07
6_industrial_products_and_services,2019-2020,221435.89,216749.95
6_industrial_products_and_services,2020-2021,84844.26,80469.84
6_industrial_products_and_services,2021-2022,80663.85,74484.02
8_security_and_protection,2021-2022,15523.20,14521.58
9_human_capital,2018-2019,134701.30,136860.20
9_human_capital,2019-2020,58867.70,59010.96
