d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,80978.76,83236.62
it_consulting_services,2018-2019,1079708.26,1094292.04
it_consulting_services,2019-2020,2061483.62,2044218.35
it_consulting_services,2020-2021,351457.31,334861.44
it_consulting_services,2021-2022,850887.80,796027.09
it_devices_equipment,2017-2018,4155362.63,4277388.78
it_devices_equipment,2018-2019,4602561.70,4682630.28
it_devices_equipment,2019-2020,2535998.79,2522227.88
it_devices_equipment,2020-2021,483016.34,459101.50
it_devices_equipment,2021-2022,543218.80,509219.46
it_other,2017-2018,100359219.34,103421420.29
it_other,2018-2019,95961936.87,97711085.72
it_other,2019-2020,92078254.63,91315406.56
it_other,2020-2021,86914497.41,82858428.86
it_other,2021-2022,82301274.24,77047873.57
it_software_licensing,2017-2018,297828.88,306255.45
it_software_licensing,2018-2019,479252.19,484275.31
it_software_licensing,2019-2020,279504.69,274122.07
it_software_licensing,2020-2021,230758.98,220148.17
it_software_licensing,2021-2022,172654.83,160898.98
