d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,194647.08,178279.72
1_facilities_and_construction,2017-2018,62422.38,64463.85
1_facilities_and_construction,2018-2019,39686.07,40483.02
1_facilities_and_construction,2019-2020,40835.07,39903.00
1_facilities_and_construction,2020-2021,14047.13,13512.67
1_facilities_and_construction,2021-2022,1757.97,1589.17
1_facilities_and_construction,2022-2023,235812.04,209589.64
10_office_management,2018-2019,3549.99,3583.15
10_office_management,2019-2020,9027.11,9055.05
10_office_management,2020-2021,188106.12,179054.95
10_office_management,2021-2022,50262.93,46502.51
10_office_management,2022-2023,71383.87,63749.40
11_defence,2021-2022,47060.23,43348.55
2_professional_services,2018-2019,29343.28,29971.81
2_professional_services,2019-2020,17367.27,16970.86
2_professional_services,2020-2021,322228.60,304011.38
2_professional_services,2021-2022,24467.24,22468.76
2_professional_services,2022-2023,22892.70,20596.17
3_information_technology,2018-2019,11638.55,11747.27
6_industrial_products_and_services,2017-2018,1312211.94,1351756.50
6_industrial_products_and_services,2018-2019,517073.26,525900.45
6_industrial_products_and_services,2019-2020,265479.27,261001.93
6_industrial_products_and_services,2020-2021,177947.74,169076.70
6_industrial_products_and_services,2021-2022,420590.15,385076.47
6_industrial_products_and_services,2022-2023,377246.64,337240.49
8_security_and_protection,2022-2023,16613.68,14845.72
